127.0.0.1 - - [19/Aug/2024:09:34:31 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [19/Aug/2024:09:47:52 +0530] "GET /CrudOperation/edit?speciesID=4 HTTP/1.1" 200 7413
0:0:0:0:0:0:0:1 - - [19/Aug/2024:09:47:59 +0530] "POST /CrudOperation/update HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:09:47:59 +0530] "GET /CrudOperation/list HTTP/1.1" 200 8377
0:0:0:0:0:0:0:1 - - [19/Aug/2024:09:48:07 +0530] "GET /IBM_PROJECTS_OJT2024 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:09:48:07 +0530] "GET /IBM_PROJECTS_OJT2024/ HTTP/1.1" 200 30385
0:0:0:0:0:0:0:1 - - [19/Aug/2024:09:48:11 +0530] "GET /IBM_PROJECTS_OJT2024/report.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:09:48:11 +0530] "GET /IBM_PROJECTS_OJT2024/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:09:48:11 +0530] "GET /IBM_PROJECTS_OJT2024/js1/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:09:48:11 +0530] "GET /IBM_PROJECTS_OJT2024/img/report.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:09:49:12 +0530] "GET /IBM_PROJECTS_OJT2024/index.jsp HTTP/1.1" 200 30385
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:19 +0530] "GET /IBM_PROJECTS_OJT2024/index.jsp HTTP/1.1" 200 30385
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:33 +0530] "GET /IBM_PROJECTS_OJT2024/registration.jsp HTTP/1.1" 200 8449
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:33 +0530] "GET /IBM_PROJECTS_OJT2024/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:33 +0530] "GET /IBM_PROJECTS_OJT2024/alert/dist/sweetalert.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:33 +0530] "GET /IBM_PROJECTS_OJT2024/vendor/jquery/jquery.min.js HTTP/1.1" 404 812
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:33 +0530] "GET /IBM_PROJECTS_OJT2024/img/signup_video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:36 +0530] "GET /IBM_PROJECTS_OJT2024/login.jsp HTTP/1.1" 200 6959
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:36 +0530] "GET /IBM_PROJECTS_OJT2024/vendor/jquery/jquery.min.js HTTP/1.1" 404 812
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:36 +0530] "GET /IBM_PROJECTS_OJT2024/alert/dist/sweetalert.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:36 +0530] "GET /IBM_PROJECTS_OJT2024/img/Login_Form.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:44 +0530] "POST /IBM_PROJECTS_OJT2024/login HTTP/1.1" 200 30397
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:51 +0530] "GET /IBM_PROJECTS_OJT2024/about.jsp HTTP/1.1" 200 31456
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:56 +0530] "GET /CrudOperation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:23:56 +0530] "GET /CrudOperation/ HTTP/1.1" 200 8377
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:24:48 +0530] "GET /CrudOperation/new HTTP/1.1" 200 6928
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:26:43 +0530] "POST /CrudOperation/insert HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:26:43 +0530] "GET /CrudOperation/list HTTP/1.1" 200 9827
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:26:55 +0530] "GET /CrudOperation/edit?speciesID=5 HTTP/1.1" 200 7333
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:27:03 +0530] "POST /CrudOperation/update HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:27:03 +0530] "GET /CrudOperation/list HTTP/1.1" 200 9807
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:27:11 +0530] "GET /CrudOperation/delete?speciesID=5 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:27:11 +0530] "GET /CrudOperation/list HTTP/1.1" 200 8377
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:27:17 +0530] "GET /IBM_PROJECTS_OJT2024 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:27:17 +0530] "GET /IBM_PROJECTS_OJT2024/ HTTP/1.1" 200 30397
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:12 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/index.html HTTP/1.1" 200 18730
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/styles.css HTTP/1.1" 200 1198
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/img/animal-md-1.jpg HTTP/1.1" 200 23286
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/img/animal-md-3.jpg HTTP/1.1" 200 55670
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/img/animal-lg-3.jpg HTTP/1.1" 200 82400
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/img/animal-lg-1.jpg HTTP/1.1" 200 34110
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/img/animal-lg-2.jpg HTTP/1.1" 200 40336
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/img/animal-md-2.jpg HTTP/1.1" 200 48844
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/1.jpg HTTP/1.1" 200 1022432
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/2.jpg HTTP/1.1" 200 3614039
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/3.jpg HTTP/1.1" 200 1143690
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/scripts.js HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/4.jpg HTTP/1.1" 200 2983168
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/6.jpg HTTP/1.1" 200 1577248
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/5.jpg HTTP/1.1" 200 2298876
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/7.jpg HTTP/1.1" 200 6711416
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/8.jpg HTTP/1.1" 200 805737
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:13 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/9.jpg HTTP/1.1" 200 404188
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:14 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/10.jpg HTTP/1.1" 200 996512
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:14 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/11.jpg HTTP/1.1" 200 255386
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:14 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/12.jpg HTTP/1.1" 200 3004907
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:14 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/14.jpg HTTP/1.1" 200 946600
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:14 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/15.jpg HTTP/1.1" 200 1035530
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:14 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/13.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:14 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/16.jpg HTTP/1.1" 200 1864152
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:54:14 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/header.mp4 HTTP/1.1" 206 2469024
0:0:0:0:0:0:0:1 - - [19/Aug/2024:10:56:28 +0530] "GET /IBM_PROJECTS_OJT2024/index.jsp HTTP/1.1" 200 30397
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:16:47 +0530] "GET /IBM_PROJECTS_OJT2024/about.jsp HTTP/1.1" 200 31456
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:17:16 +0530] "GET /IBM_PROJECTS_OJT2024/Event/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:17:16 +0530] "GET /IBM_PROJECTS_OJT2024/Event/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:17:16 +0530] "GET /IBM_PROJECTS_OJT2024/Event/bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:22:47 +0530] "GET /IBM_PROJECTS_OJT2024/about.jsp HTTP/1.1" 200 31456
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:22:49 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/scripts.js HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:22:51 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:22:51 +0530] "GET /IBM_PROJECTS_OJT2024/wildlife%20gallery/scripts.js HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:22:55 +0530] "GET /IBM_PROJECTS_OJT2024/index.jsp HTTP/1.1" 200 30397
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:24:46 +0530] "GET /IBM_PROJECTS_OJT2024/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:24:46 +0530] "GET /IBM_PROJECTS_OJT2024/login.jsp HTTP/1.1" 200 6959
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:24:46 +0530] "GET /IBM_PROJECTS_OJT2024/vendor/jquery/jquery.min.js HTTP/1.1" 404 812
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:24:46 +0530] "GET /IBM_PROJECTS_OJT2024/alert/dist/sweetalert.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:24:49 +0530] "GET /IBM_PROJECTS_OJT2024/registration.jsp HTTP/1.1" 200 8449
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:24:49 +0530] "GET /IBM_PROJECTS_OJT2024/alert/dist/sweetalert.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:24:49 +0530] "GET /IBM_PROJECTS_OJT2024/vendor/jquery/jquery.min.js HTTP/1.1" 404 812
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:24:52 +0530] "GET /index.jsp HTTP/1.1" 404 740
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:25:10 +0530] "GET /CrudOperation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:25:11 +0530] "GET /CrudOperation/ HTTP/1.1" 200 8377
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:26:22 +0530] "GET /IBM_PROJECTS_OJT2024 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:26:22 +0530] "GET /IBM_PROJECTS_OJT2024/ HTTP/1.1" 200 30385
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:26:25 +0530] "GET /CrudOperation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:26:25 +0530] "GET /CrudOperation/ HTTP/1.1" 200 8377
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:28:32 +0530] "GET /CrudOperation/new HTTP/1.1" 200 6928
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:30:20 +0530] "GET /CrudOperation/ HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:30:27 +0530] "GET /CrudOperation/ HTTP/1.1" 200 8439
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:30:29 +0530] "GET /CrudOperation/new HTTP/1.1" 200 6928
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:30:50 +0530] "POST /CrudOperation/insert HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:30:50 +0530] "GET /CrudOperation/list HTTP/1.1" 200 8491
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:31:09 +0530] "GET /CrudOperation/list HTTP/1.1" 200 9719
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:31:13 +0530] "GET /CrudOperation/list HTTP/1.1" 200 9719
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:31:27 +0530] "GET /CrudOperation/delete?speciesID=6 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:31:27 +0530] "GET /CrudOperation/list HTTP/1.1" 200 8377
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:31:29 +0530] "GET /CrudOperation/list HTTP/1.1" 200 8377
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:31:33 +0530] "GET /CrudOperation/contact HTTP/1.1" 200 8377
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:31:36 +0530] "GET /IBM_PROJECTS_OJT2024 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:31:36 +0530] "GET /IBM_PROJECTS_OJT2024/ HTTP/1.1" 200 30385
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:31:47 +0530] "GET /CrudOperation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:31:47 +0530] "GET /CrudOperation/ HTTP/1.1" 200 8377
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:31:51 +0530] "GET /CrudOperation/ HTTP/1.1" 200 8377
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:33:58 +0530] "GET /IBM_PROJECTS_OJT2024/about.jsp HTTP/1.1" 200 31456
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:34:00 +0530] "GET /CrudOperation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:34:00 +0530] "GET /CrudOperation/ HTTP/1.1" 200 8377
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:34:10 +0530] "GET /IBM_PROJECTS_OJT2024 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:34:10 +0530] "GET /IBM_PROJECTS_OJT2024/ HTTP/1.1" 200 30385
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:34:57 +0530] "GET /IBM_PROJECTS_OJT2024/ HTTP/1.1" 200 30336
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:35:14 +0530] "GET /IBM_PROJECTS_OJT2024/ HTTP/1.1" 200 30258
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:19 +0530] "GET /IBM_PROJECTS_OJT2024/about.jsp HTTP/1.1" 200 31456
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/index.html HTTP/1.1" 200 23097
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/e.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/sundarban.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/jim.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/Ranthambhore.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/kazi.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/bandh.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/Kanha-National-Park.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/gir.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/periyar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/nagarhole.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:36:23 +0530] "GET /IBM_PROJECTS_OJT2024/Wildlife/sarishka-nationalpark.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:39:27 +0530] "GET /IBM_PROJECTS_OJT2024/index.jsp HTTP/1.1" 200 30258
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:41:59 +0530] "GET /IBM_PROJECTS_OJT2024/css1/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:42:12 +0530] "GET /IBM_PROJECTS_OJT2024/index.jsp HTTP/1.1" 200 30258
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:43:30 +0530] "GET /IBM_PROJECTS_OJT2024/index.jsp HTTP/1.1" 200 30548
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:45:58 +0530] "GET /IBM_PROJECTS_OJT2024/index.jsp HTTP/1.1" 200 30558
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:46:26 +0530] "GET /IBM_PROJECTS_OJT2024/index.jsp HTTP/1.1" 200 30548
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:46:36 +0530] "GET /IBM_PROJECTS_OJT2024/index.jsp HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:48:57 +0530] "GET /IBM_PROJECTS_OJT2024/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:48:57 +0530] "GET /IBM_PROJECTS_OJT2024/login.jsp HTTP/1.1" 200 6959
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:48:57 +0530] "GET /IBM_PROJECTS_OJT2024/vendor/jquery/jquery.min.js HTTP/1.1" 404 812
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:48:57 +0530] "GET /IBM_PROJECTS_OJT2024/alert/dist/sweetalert.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [19/Aug/2024:11:49:04 +0530] "POST /IBM_PROJECTS_OJT2024/login HTTP/1.1" 200 30560
